37	78	89	76	28
100	24	11	37	17
50	100	15	52	32
36	34	51	73	80
25	54	50	91	30
45	77	4	32	89
30	18	48	11	87
91	66	69	16	47
69	45	24	50	64
37	25	21	43	88
57	19	49	34	44
81	89	56	2	65
40	98	11	22	91
15	41	84	15	20
12	84	34	23	67
15	45	92	96	8
1	60	69	37	42
25	1	30	17	86
67	84	62	38	17
38	5	67	53	44
61	50	20	19	66
16	100	63	52	99
22	63	53	99	14
77	96	67	81	4
30	79	79	66	14
70	55	44	62	47
52	87	87	48	70
76	86	67	40	16
46	72	89	15	6
71	4	51	60	30
84	99	53	53	72
22	68	43	91	53
76	44	61	53	29
12	36	81	59	64
90	65	24	48	33
23	32	90	45	59
34	95	98	2	21
29	12	8	5	96
5	48	76	79	81
14	44	68	4	23
94	66	44	59	23
19	26	95	96	43
91	8	45	25	86
76	34	2	70	83
85	19	25	61	35
95	17	50	49	51
28	33	47	34	4
90	94	31	77	43
82	69	6	4	99
83	33	5	26	31
9	46	73	68	33
33	92	88	91	78
6	29	52	27	23
65	18	62	28	65
57	44	8	92	67
72	47	51	74	49
58	91	8	68	43
1	96	14	57	53
61	88	10	37	90
19	47	88	75	42
38	23	38	60	2
19	98	6	51	37
20	68	55	71	10
100	74	27	65	18
46	21	37	94	74
60	63	53	11	37
94	5	59	76	28
71	24	57	82	57
76	29	97	67	77
94	54	80	60	21
94	76	93	99	42
70	35	17	5	32
36	27	78	68	25
35	75	1	22	19
27	9	34	28	64
77	29	26	15	36
4	24	46	75	11
52	64	66	17	50
85	56	81	16	80
62	65	44	94	80
37	74	98	35	3
87	74	80	15	1
74	98	53	47	82
8	54	88	76	84
83	16	40	84	34
17	23	88	52	50
68	35	93	96	38
92	94	70	70	54
84	30	80	74	69
78	66	95	98	70
64	85	51	89	29
74	53	51	12	68
38	5	32	51	58
67	54	93	50	86
43	63	35	77	39
67	75	92	36	28
100	65	41	25	65
27	59	71	7	31
31	67	23	3	25
14	87	64	20	35
49	79	8	40	66
75	25	8	59	78
3	31	32	98	85
90	12	57	97	72
87	20	86	61	85
62	54	53	23	30
9	89	50	77	9
96	67	77	76	57
36	60	13	22	10
30	41	6	56	76
91	59	19	3	34
8	78	66	51	28
93	16	88	49	68
60	94	83	78	63
50	88	87	28	7
100	40	88	3	2
13	64	37	83	69
4	96	50	42	10
17	16	92	38	58
31	9	69	27	21
36	82	72	43	66
23	60	100	56	93
1	15	27	27	17
66	66	40	19	92
65	62	59	16	75
30	20	53	94	41
82	97	46	53	52
10	66	55	83	20
11	69	49	39	28
50	1	10	18	41
13	37	65	48	55
30	4	24	2	7
17	24	49	7	94
91	57	100	66	21
58	66	35	92	18
52	57	78	4	14
68	92	98	63	63
98	40	50	2	3
27	22	48	20	26
20	58	63	96	97
12	23	30	47	8
22	65	59	70	24
5	18	94	38	46
87	59	3	71	75
95	44	83	95	1
35	91	8	99	42
5	46	66	59	19
54	38	36	34	69
12	71	27	1	27
53	44	40	79	95
67	72	53	3	100
37	10	75	40	57
72	26	89	16	48
46	62	9	86	87
15	97	5	26	74
55	22	75	57	22
58	63	86	65	24
86	13	38	39	65
13	91	22	12	6
76	30	24	98	92
64	15	44	23	19
98	28	23	5	2
57	89	74	21	41
63	12	97	67	39
29	52	45	65	36
29	82	64	3	48
18	77	28	94	76
37	100	65	88	11
26	2	42	71	32
3	32	25	76	13
66	74	23	17	57
69	22	37	82	88
72	38	70	15	80
48	78	60	71	97
4	44	63	28	68
91	69	49	16	74
29	4	73	66	37
30	17	89	69	34
64	87	37	32	80
80	65	12	42	71
96	98	47	49	27
74	49	63	96	26
72	92	45	100	69
89	36	79	19	50
70	61	48	94	73
15	58	71	83	49
25	13	76	85	42
23	87	97	63	98
44	98	80	37	81
74	30	11	22	66
44	75	4	68	21
58	94	20	19	85
31	16	10	4	92
94	21	14	94	86
83	91	6	90	16
85	76	8	80	80
37	31	29	56	84
29	32	46	92	5
48	43	68	88	76
41	88	33	18	82
26	19	93	75	49
14	83	87	15	75
70	35	89	55	61
53	77	39	3	9
55	2	7	23	96
60	37	38	40	52
25	20	35	28	70
57	52	7	44	26
1	97	55	76	100
39	67	6	69	14
57	94	99	48	48
70	45	96	40	94
49	27	35	52	18
70	3	39	91	91
73	59	85	27	78
51	10	97	19	4
87	96	27	74	64
2	81	85	67	86
68	23	33	10	10
3	25	41	35	90
1	27	95	24	91
47	60	61	2	32
77	90	89	93	45
26	41	52	98	14
59	79	82	61	93
54	64	64	24	53
66	3	10	21	83
88	12	59	65	96
78	14	31	91	69
19	28	78	80	56
20	8	92	81	89
65	44	58	87	65
91	90	3	4	39
59	32	66	34	66
67	40	83	86	33
62	20	90	6	10
71	87	58	36	47
55	85	29	25	89
13	93	31	18	22
52	47	15	38	44
39	81	82	33	20
35	20	2	40	5
5	79	49	80	32
57	56	72	99	60
45	69	2	94	95
39	25	57	39	81
70	28	62	67	30
13	32	66	7	95
67	11	68	32	76
39	24	89	62	49
3	9	37	41	9
68	29	23	72	2
96	64	25	15	75
41	13	4	53	82
32	30	3	100	42
88	88	73	82	95
71	59	56	71	93
11	98	95	81	3
26	36	71	28	44
61	12	12	66	35
16	22	93	9	61
65	8	45	57	39
78	50	13	76	69
72	64	90	19	38
27	31	100	75	14
11	69	65	15	10
72	61	31	41	12
82	81	94	81	88
96	29	93	8	16
71	57	40	10	82
50	16	47	7	57
60	47	38	52	80
100	15	65	43	58
78	39	15	61	79
37	10	55	16	60
12	75	82	60	38
43	52	3	69	75
37	67	56	65	16
28	18	83	84	17
3	9	93	38	7
98	76	67	23	2
71	76	40	54	87
91	19	35	28	66
5	94	61	21	30
17	82	34	10	24
18	8	22	79	61
40	89	83	99	42
1	38	30	86	8
2	80	62	16	25
14	90	91	38	40
37	65	92	98	7
41	12	7	59	97
18	61	41	1	35
49	25	82	50	82
22	20	15	18	2
25	4	42	83	7
12	43	69	3	21
33	80	23	7	54
7	34	28	16	71
25	92	67	51	52
29	17	15	76	37
80	44	8	43	96
37	77	71	21	94
63	11	70	12	85
57	78	9	31	79
52	8	55	55	28
40	90	81	62	27
90	59	39	68	97
2	46	39	27	64
87	90	8	10	75
15	78	11	9	38
40	59	48	69	19
88	91	69	85	54
86	47	92	31	91
32	7	9	81	83
42	62	91	28	24
2	89	100	32	51
48	79	87	86	45
24	96	49	51	55
61	77	73	96	35
95	94	11	47	10
29	12	90	13	44
2	17	86	82	61
26	34	5	66	82
13	91	66	7	10
17	49	12	83	75
52	20	63	17	43
10	60	36	82	84
50	70	86	7	36
48	63	34	52	10
14	52	41	69	81
23	28	19	25	73
12	19	51	22	55
81	17	56	8	56
62	13	8	43	78
29	96	27	94	51
38	95	35	15	42
30	34	46	82	51
27	74	89	70	19
63	78	92	92	1
86	62	95	80	87
83	92	78	3	36
42	64	10	65	75
93	12	35	62	33
32	81	58	54	56
6	91	78	26	63
38	82	33	100	60
81	33	39	55	51
7	65	78	38	59
3	83	47	92	15
90	9	91	76	62
62	54	65	91	21
62	61	44	71	100
25	75	93	39	25
40	19	4	37	83
44	50	35	86	48
26	99	33	99	78
62	18	40	34	30
41	26	31	94	81
77	2	66	71	67
53	15	18	94	6
1	25	77	69	84
40	69	88	84	6
83	79	90	20	34
81	97	55	81	49
50	37	45	58	29
69	22	50	23	32
56	97	100	48	43
9	70	37	70	81
51	15	95	77	6
19	44	87	4	11
46	27	93	15	55
95	14	53	88	82
52	16	10	72	55
99	96	60	60	26
46	66	45	1	29
100	28	89	66	93
1	93	66	100	22
59	62	25	85	36
52	82	5	8	12
89	12	99	58	42
77	5	4	57	15
99	50	63	30	87
48	25	4	30	100
81	43	48	63	76
30	14	34	29	57
23	81	48	76	49
32	43	98	16	3
53	64	64	100	69
84	43	57	57	23
86	40	32	44	54
74	55	4	9	34
1	58	76	91	37
11	1	20	22	90
88	5	34	75	96
57	41	52	54	60
89	89	59	67	33
42	37	28	33	55
94	8	38	24	1
39	67	8	20	87
2	76	3	96	68
37	70	15	25	4
32	47	75	23	81
83	41	78	82	73
18	74	93	92	7
31	28	36	84	28
11	24	16	83	42
32	95	92	7	36
64	62	89	16	42
89	3	53	85	85
27	9	91	65	45
2	31	53	10	59
13	15	39	52	27
17	93	65	16	73
21	85	89	46	9
6	4	23	95	95
97	38	18	85	5
100	63	14	55	70
66	42	100	47	83
64	84	56	30	43
90	98	24	51	56
47	55	59	49	14
75	59	47	34	96
95	17	14	84	67
99	19	56	8	76
45	39	46	92	62
50	10	27	25	60
61	70	74	15	8
67	73	100	24	49
33	35	39	99	26
14	97	10	30	33
33	79	64	76	85
75	3	1	10	45
24	59	33	87	74
67	22	66	95	53
83	13	10	98	28
49	32	83	32	69
98	70	69	58	41
93	69	22	70	92
62	32	94	76	85
4	27	16	53	20
16	25	54	100	30
24	75	69	98	13
2	22	49	22	37
85	27	88	24	11
21	89	62	82	96
46	67	70	29	41
64	82	98	37	7
7	75	53	25	40
28	59	14	3	14
89	62	87	14	3
25	39	8	2	55
98	87	85	22	62
95	72	31	3	34
76	89	14	48	24
55	28	46	71	47
29	87	10	84	33
82	37	90	19	25
34	25	78	89	15
49	12	79	99	73
32	82	63	30	20
78	68	25	34	65
25	64	98	91	6
63	67	28	31	42
66	38	9	78	44
38	99	94	95	97
71	13	72	84	80
70	51	45	48	18
13	53	25	70	77
13	53	67	81	73
55	68	9	67	67
42	91	41	56	8
2	63	15	87	90
3	62	18	38	67
97	39	57	53	25
82	84	20	65	88
10	87	67	16	33
69	64	29	45	4
45	33	24	21	89
51	63	98	56	1
58	71	26	32	5
26	34	7	64	63
24	20	30	92	32
60	49	78	21	26
91	48	26	31	94
96	32	22	3	67
64	79	12	6	73
60	3	78	5	7
2	93	16	6	9
79	59	77	96	94
96	98	93	100	32
76	2	51	24	94
72	3	21	84	96
58	80	33	6	63
57	13	14	22	77
91	18	56	45	83
48	11	16	47	62
65	86	44	21	57
85	91	62	4	77
89	62	23	57	29
24	74	87	17	29
9	71	99	78	88
80	24	27	43	78
25	68	52	26	81
48	69	81	42	55
35	75	22	95	89
55	53	58	12	20
65	65	44	82	37
69	1	43	89	93
1	27	58	43	99
35	26	32	7	99
53	62	31	63	99
98	83	94	34	24
99	74	95	94	11
43	83	7	52	95
53	69	37	66	73
1	59	12	28	86
81	77	93	87	44
55	77	5	56	12
1	11	96	76	19
88	61	81	75	37
17	68	81	39	17
68	94	45	40	4
7	62	91	11	67
88	61	29	23	6
31	53	77	12	55
88	57	65	70	91
67	4	12	45	73
27	31	68	49	95
90	72	90	39	98
47	12	6	32	57
1	40	85	68	21
28	31	66	10	96
9	26	25	55	15
99	58	59	91	75
4	36	2	90	83
72	53	4	52	51
1	12	91	55	27
72	12	84	66	22
24	22	82	91	47
69	62	70	14	93
65	86	29	1	33
21	58	72	18	40
42	8	95	56	47
80	39	28	67	84
99	82	72	71	36
53	6	12	91	22
5	50	11	91	79
97	37	54	22	14
33	83	60	30	77
65	39	22	98	24
69	57	16	99	43
60	94	100	36	17
57	35	80	39	60
88	4	75	49	21
77	4	38	37	95
35	59	63	64	35
28	2	28	17	65
35	59	32	52	82
59	27	1	91	29
26	39	52	81	89
85	1	6	93	82
3	12	60	48	22
80	64	66	7	8
92	23	70	35	72
73	62	44	14	48
4	39	98	63	65
62	43	34	71	97
72	67	9	62	36
87	95	20	25	10
69	95	99	5	92
4	25	19	54	31
20	89	7	21	71
21	50	71	33	73
40	36	9	25	69
16	74	74	10	54
24	30	36	89	65
45	98	73	31	90
68	9	14	41	49
98	32	50	32	59
80	69	53	31	77
30	1	43	28	72
70	52	91	11	96
67	75	95	32	97
43	28	73	58	58
28	80	1	20	37
39	81	68	68	85
59	53	52	11	100
77	30	92	12	40
67	67	32	53	62
64	9	3	79	25
69	47	86	87	8
14	75	53	70	16
74	87	4	72	42
7	76	47	37	92
40	7	60	6	37
72	39	13	73	59
11	81	28	94	10
1	42	22	51	91
62	15	13	55	41
7	8	47	14	84
85	23	19	78	8
92	84	75	43	81
53	24	95	43	47
35	78	2	88	57
6	94	16	5	65
66	72	98	44	24
36	96	34	7	37
64	49	16	95	35
56	63	28	35	46
16	85	1	94	24
78	27	19	32	44
100	46	88	86	87
32	11	93	24	46
39	16	75	85	96
17	12	65	49	7
35	32	7	83	50
1	11	41	83	94
24	16	21	8	75
13	69	71	49	48
32	57	80	57	77
82	9	39	4	85
18	57	93	19	99
45	66	31	83	71
81	40	3	46	50
8	100	77	98	51
19	64	4	63	43
41	51	14	29	84
31	90	47	59	100
7	74	14	20	74
4	66	23	5	15
42	56	76	4	43
12	93	92	17	85
43	63	77	94	63
59	22	66	32	40
94	57	58	88	53
86	86	23	26	33
20	80	99	9	62
6	37	85	85	23
88	75	46	67	82
12	50	3	76	90
43	35	98	64	53
43	2	72	76	34
78	23	46	44	97
1	99	1	100	94
77	12	79	23	22
24	3	42	20	96
30	51	31	14	75
19	14	80	12	85
72	21	5	85	72
90	73	5	87	98
16	70	9	39	17
91	57	36	19	4
96	39	42	96	81
18	32	98	82	35
55	64	42	16	11
43	79	97	87	49
55	63	25	27	67
76	98	47	94	97
5	67	32	42	30
41	76	8	85	29
21	9	25	49	64
63	7	74	62	91
89	38	13	28	20
75	59	97	80	10
56	92	67	69	33
54	68	1	87	6
73	19	25	20	13
98	78	51	71	76
57	90	84	15	13
37	12	86	59	3
28	15	83	85	41
5	11	41	86	26
17	46	68	26	91
49	11	52	85	84
27	65	20	53	5
85	41	94	2	53
61	83	48	27	37
16	32	10	54	55
87	46	39	65	86
99	94	94	29	74
81	87	94	19	51
20	33	74	57	1
68	33	22	10	53
41	86	99	57	6
37	63	8	88	96
50	100	64	40	7
62	19	43	96	85
20	38	35	3	82
15	21	100	16	81
83	63	68	28	3
10	73	97	74	34
85	22	69	29	31
70	82	38	95	30
1	59	40	90	6
48	64	99	48	96
50	63	81	52	7
17	63	50	25	68
7	13	43	22	45
53	60	22	39	72
100	80	17	77	54
79	46	64	93	88
58	3	81	22	37
87	60	91	66	91
64	75	10	51	50
84	79	22	18	70
92	90	59	7	62
70	68	88	62	74
93	64	100	61	64
96	24	61	31	68
38	3	76	75	24
83	2	12	61	97
51	45	35	84	80
10	89	29	1	66
4	90	76	61	63
26	9	23	72	6
7	34	28	33	39
61	90	63	1	35
7	85	91	65	23
48	8	84	39	11
7	47	49	82	1
22	6	86	23	16
80	55	1	3	57
12	41	25	43	54
37	90	65	25	30
80	93	74	7	57
8	74	54	83	98
13	32	32	62	47
12	10	67	4	87
12	86	68	33	86
72	73	86	21	81
11	60	87	71	38
48	26	13	90	17
33	15	12	29	44
22	66	80	52	6
86	83	25	94	57
59	51	82	46	78
75	23	18	80	44
35	45	48	85	22
98	4	97	24	4
29	65	52	80	73
81	46	19	31	23
89	77	47	19	28
56	95	31	9	92
45	29	74	40	80
48	13	47	44	97
48	51	72	51	76
80	41	53	53	69
60	94	67	64	25
22	42	12	62	7
4	83	23	23	59
94	92	43	98	2
37	4	68	79	47
90	41	69	38	8
59	62	21	93	38
51	39	27	30	36
91	66	83	13	69
8	50	10	38	39
89	100	1	44	18
81	91	52	4	100
39	94	21	97	78
31	48	93	7	86
29	8	43	30	43
89	72	38	36	2
74	90	39	86	29
51	93	78	70	25
20	55	12	55	10
4	61	48	28	30
71	83	86	16	74
20	55	91	27	97
54	9	93	18	70
30	86	32	43	8
38	26	20	92	34
6	75	12	77	47
56	59	95	90	68
51	66	51	36	41
60	69	48	99	37
59	67	8	94	23
18	52	83	8	56
50	61	19	18	28
42	51	39	98	18
65	47	95	60	21
71	93	47	27	72
95	63	4	61	97
70	22	27	71	81
89	78	52	48	82
54	84	39	76	4
97	16	51	53	55
28	67	40	88	51
53	64	40	88	30
75	91	16	41	86
13	84	52	30	82
71	88	24	22	77
82	11	66	88	81
54	40	86	83	54
31	66	32	48	42
100	67	49	24	40
52	65	69	9	83
25	31	69	36	11
13	43	13	13	75
91	83	96	17	3
18	82	87	13	93
15	84	4	19	78
25	64	20	76	40
84	65	58	6	21
20	47	80	25	26
50	7	58	56	68
35	21	92	2	68
29	85	33	28	4
12	10	36	100	66
20	17	98	48	26
92	85	29	33	11
13	1	77	83	74
94	92	68	53	17
88	99	72	73	29
86	94	30	94	21
60	18	13	54	3
71	64	46	85	88
96	68	11	46	61
33	70	46	83	17
81	19	77	56	33
59	49	70	16	52
36	46	2	36	36
48	16	57	56	94
76	5	5	3	4
23	91	26	97	56
90	47	72	56	43
63	87	19	19	42
39	23	33	91	41
31	83	91	40	32
34	70	35	25	30
3	79	67	33	1
33	93	1	30	18
69	84	42	52	39
53	4	86	15	8
43	51	23	24	8
87	67	39	57	30
70	59	25	88	24
12	69	22	97	83
2	51	43	32	4
20	4	62	33	39
50	70	68	76	80
50	41	36	76	48
76	18	48	53	87
92	10	5	47	71
49	71	57	1	54
2	1	61	60	8
51	3	51	89	80
54	28	63	89	94
70	24	82	56	98
1	13	31	88	53
90	98	92	40	98
23	9	4	50	46
92	63	62	9	82
84	94	14	20	63
25	57	24	69	64
77	33	2	74	80
9	53	50	13	32
19	17	4	46	23
44	60	85	83	15
68	45	82	80	41
89	39	82	66	7
74	28	92	100	1
65	25	34	61	10
4	1	46	73	69
14	18	68	43	45
51	59	93	49	77
83	100	15	73	86
97	22	33	85	50
17	73	100	100	5
71	88	16	51	52
37	47	63	82	4
80	20	20	9	76
89	65	70	60	24
72	94	94	13	49
39	29	3	43	31
87	75	51	62	41
77	30	54	55	92
5	39	91	13	28
58	46	94	33	64
23	46	6	20	43
84	47	28	4	85
79	50	20	51	14
75	48	95	74	95
74	66	20	66	65
31	7	78	49	50
41	51	47	42	23
57	54	59	27	55
12	96	25	29	70
48	17	73	84	72
79	60	100	10	82
82	91	35	44	45
4	11	92	64	3
4	94	38	89	79
16	63	13	22	37
94	60	63	4	20
91	33	25	48	95
96	52	67	30	22
20	39	26	10	93
79	76	6	62	86
28	60	8	12	64
65	99	15	22	27
99	94	3	48	8
29	81	99	5	99
24	5	14	30	73
87	54	9	67	12
95	32	2	76	25
58	51	43	15	33
54	87	84	8	38
25	99	33	49	59
54	54	32	14	66
11	41	32	59	35
73	42	81	37	92
62	60	99	48	86
51	86	87	68	13
68	48	27	10	87
67	28	33	59	13
37	29	73	54	46
83	55	99	79	69
34	67	20	47	47
80	71	44	23	29
15	9	75	43	29
6	98	89	27	2
73	25	41	16	14
74	59	7	45	6
63	22	7	69	62
56	41	26	26	79
23	84	10	6	99
51	47	12	20	52
81	17	70	67	42
77	95	27	4	81
80	59	98	29	29
33	55	35	15	48
99	17	66	54	79
86	86	36	25	33
88	53	49	17	84
8	58	75	65	81
58	93	87	69	91
98	74	64	21	19
13	10	41	94	93
13	18	26	94	67
12	73	73	29	43
43	81	96	49	1
29	13	97	38	77
95	13	31	39	52
78	22	45	45	58
82	35	23	6	5
39	40	11	11	65
84	71	90	79	67
35	69	28	89	22
85	30	7	52	58
97	87	66	66	58
19	35	60	53	34
25	32	50	80	15
36	34	39	79	81
16	59	65	18	81
54	77	31	98	35
85	90	43	2	70
46	43	37	90	40
48	7	100	86	66
23	87	83	30	76
1	83	31	73	82
25	75	21	19	66
8	89	29	45	67
92	72	22	55	37
46	23	50	13	9
57	7	21	7	23
81	96	1	67	65
52	97	31	15	76
64	30	17	43	94
92	58	31	94	97
73	19	10	100	51
5	46	16	69	64
13	54	52	74	82
78	28	26	39	1
76	32	41	49	31
65	76	81	15	69
78	13	79	46	98
70	62	47	6	45
77	72	60	89	31
60	30	28	99	84
34	17	7	4	74
89	87	8	15	66
81	19	60	71	12
61	10	83	20	20
15	40	89	64	48
84	33	70	5	78
2	71	44	16	56
81	67	70	34	74
100	39	44	59	31
72	93	36	85	85
61	99	63	84	6
26	22	55	5	58
36	32	85	59	55
68	43	14	58	100
77	53	74	71	40
46	57	7	64	27
56	85	15	68	8
46	27	25	48	84
49	79	50	45	23
2	40	19	27	73
82	79	60	18	84
60	18	27	42	69
57	64	50	17	46
42	52	79	81	24
83	17	39	9	10
48	59	2	91	97
43	96	23	86	9
92	15	29	86	93
38	33	98	91	76
7	31	63	16	81
71	24	64	19	24
53	39	46	91	51
25	70	91	58	6
27	9	46	89	70
22	74	66	82	29
84	87	3	18	22
2	95	90	13	50
71	14	85	30	50
69	88	24	26	3
34	59	54	4	84
29	61	74	78	54
19	49	23	48	70
29	18	98	94	50
65	33	87	74	98
11	97	44	45	70
45	96	13	13	56
62	12	15	5	47
65	28	18	34	52
49	22	73	77	49
60	71	32	52	49
26	40	98	40	100
36	68	79	52	64
72	18	66	72	24
59	94	83	25	92
26	100	28	99	15
18	52	44	88	61
84	95	58	68	62
28	42	27	25	34
15	43	64	30	91
90	2	58	85	69
50	26	55	29	81
94	70	30	12	26
96	19	85	52	22
51	19	4	38	60
1	14	25	33	40
35	15	81	49	99
53	44	92	23	20
44	71	48	40	45
22	24	34	63	78
14	22	25	15	21
46	14	84	9	93
67	48	47	25	56
74	40	90	79	70
93	27	63	46	95
80	17	39	76	32
2	32	66	81	65
65	52	23	52	61
45	30	81	66	82
63	12	48	16	95
72	2	74	93	73
63	92	75	40	17
99	3	63	70	60
67	9	4	27	16
28	7	28	32	29
95	39	12	86	19
14	88	38	54	31
47	68	88	25	53
19	14	9	10	10
6	30	58	97	11
28	42	85	19	72
84	70	78	42	81
98	5	12	4	42
22	99	50	96	3
90	49	9	7	13
31	100	7	81	72
29	74	50	80	45
35	22	72	4	99
9	17	52	1	58
88	34	75	48	34
7	99	64	10	59
13	98	64	35	16
61	90	29	73	13
62	49	1	84	95
48	33	77	81	69
91	48	91	77	78
28	77	16	80	81
44	25	71	92	8
80	54	27	43	50
15	25	7	93	32
33	28	10	16	56
91	60	100	83	40
70	66	77	75	36
